ID,Latitude,Longitude,Date,MODIS_Tile,MOD17A2H_061_Line_Y_500m,MOD17A2H_061_Sample_X_500m,MOD17A2H_061_Gpp_500m,MOD17A2H_061_Psn_QC_500m,MOD17A2H_061_Psn_QC_500m_bitmask,MOD17A2H_061_Psn_QC_500m_MODLAND,MOD17A2H_061_Psn_QC_500m_MODLAND_Description,MOD17A2H_061_Psn_QC_500m_Sensor,MOD17A2H_061_Psn_QC_500m_Sensor_Description,MOD17A2H_061_Psn_QC_500m_DeadDetector,MOD17A2H_061_Psn_QC_500m_DeadDetector_Description,MOD17A2H_061_Psn_QC_500m_CloudState,MOD17A2H_061_Psn_QC_500m_CloudState_Description,MOD17A2H_061_Psn_QC_500m_SCF_QC,MOD17A2H_061_Psn_QC_500m_SCF_QC_Description
acesidne,47.78,-104.25,2022-05-09,h10v04,532.0,2387.0,0.0063,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acesidne,47.78,-104.25,2022-05-17,h10v04,532.0,2387.0,0.012,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
arskeogh,46.41,-105.95,2021-01-01,h10v04,861.0,1667.0,0.0003,65.0,0b01000001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
arskeogh,46.41,-105.95,2021-01-09,h10v04,861.0,1667.0,0.0006,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
arskeogh,46.41,-105.95,2021-01-17,h10v04,861.0,1667.0,0.0004,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-01-25,h10v04,861.0,1667.0,0.0005,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-02-02,h10v04,861.0,1667.0,0.0003,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
arskeogh,46.41,-105.95,2021-02-10,h10v04,861.0,1667.0,0.0,105.0,0b01101001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
arskeogh,46.41,-105.95,2021-02-18,h10v04,861.0,1667.0,0.001,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
arskeogh,46.41,-105.95,2021-02-26,h10v04,861.0,1667.0,0.0024,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-03-06,h10v04,861.0,1667.0,0.0018,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-03-14,h10v04,861.0,1667.0,0.0024,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-03-22,h10v04,861.0,1667.0,0.0024,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-03-30,h10v04,861.0,1667.0,0.0044,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-04-07,h10v04,861.0,1667.0,0.0034,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-04-15,h10v04,861.0,1667.0,0.0053,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-04-23,h10v04,861.0,1667.0,0.0086,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-05-01,h10v04,861.0,1667.0,0.0105,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-05-09,h10v04,861.0,1667.0,0.0187,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-05-17,h10v04,861.0,1667.0,0.0148,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-05-25,h10v04,861.0,1667.0,0.0212,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-06-02,h10v04,861.0,1667.0,0.0257,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-06-10,h10v04,861.0,1667.0,0.0227,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-06-18,h10v04,861.0,1667.0,0.0155,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-06-26,h10v04,861.0,1667.0,0.009,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-07-04,h10v04,861.0,1667.0,0.0085,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-07-12,h10v04,861.0,1667.0,0.0058,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-07-20,h10v04,861.0,1667.0,0.0038,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-07-28,h10v04,861.0,1667.0,0.0055,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-08-05,h10v04,861.0,1667.0,0.0059,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-08-13,h10v04,861.0,1667.0,0.004,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-08-21,h10v04,861.0,1667.0,0.0056,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-08-29,h10v04,861.0,1667.0,0.0063,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-09-06,h10v04,861.0,1667.0,0.0059,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-09-14,h10v04,861.0,1667.0,0.0043,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-09-22,h10v04,861.0,1667.0,0.0048,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-09-30,h10v04,861.0,1667.0,0.0042,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-10-08,h10v04,861.0,1667.0,0.0012,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-10-16,h10v04,861.0,1667.0,0.0021,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-10-24,h10v04,861.0,1667.0,0.0033,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
arskeogh,46.41,-105.95,2021-11-01,h10v04,861.0,1667.0,0.003,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
arskeogh,46.41,-105.95,2021-11-09,h10v04,861.0,1667.0,0.0026,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
arskeogh,46.41,-105.95,2021-11-17,h10v04,861.0,1667.0,0.0009,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-11-25,h10v04,861.0,1667.0,0.0014,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
arskeogh,46.41,-105.95,2021-12-03,h10v04,861.0,1667.0,0.0001,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-12-11,h10v04,861.0,1667.0,0.0003,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2021-12-19,h10v04,861.0,1667.0,0.0001,73.0,0b01001001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
arskeogh,46.41,-105.95,2021-12-27,h10v04,861.0,1667.0,0.0,73.0,0b01001001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
arskeogh,46.41,-105.95,2022-01-01,h10v04,861.0,1667.0,0.0,73.0,0b01001001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
arskeogh,46.41,-105.95,2022-01-09,h10v04,861.0,1667.0,0.0008,73.0,0b01001001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
arskeogh,46.41,-105.95,2022-01-17,h10v04,861.0,1667.0,0.0008,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
arskeogh,46.41,-105.95,2022-01-25,h10v04,861.0,1667.0,0.0005,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
arskeogh,46.41,-105.95,2022-02-02,h10v04,861.0,1667.0,0.0007,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2022-02-10,h10v04,861.0,1667.0,0.0005,105.0,0b01101001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
arskeogh,46.41,-105.95,2022-02-18,h10v04,861.0,1667.0,0.0,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
arskeogh,46.41,-105.95,2022-02-26,h10v04,861.0,1667.0,0.0014,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
arskeogh,46.41,-105.95,2022-03-06,h10v04,861.0,1667.0,0.0029,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
arskeogh,46.41,-105.95,2022-03-14,h10v04,861.0,1667.0,0.0039,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2022-03-22,h10v04,861.0,1667.0,0.0039,16.0,0b00010000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
arskeogh,46.41,-105.95,2022-03-30,h10v04,861.0,1667.0,0.0039,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2022-04-07,h10v04,861.0,1667.0,0.0027,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2022-04-15,h10v04,861.0,1667.0,0.0016,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2022-04-23,h10v04,861.0,1667.0,0.0071,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2022-05-01,h10v04,861.0,1667.0,0.0166,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2022-05-09,h10v04,861.0,1667.0,0.0152,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeogh,46.41,-105.95,2022-05-17,h10v04,861.0,1667.0,0.0231,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeose,46.35,-105.83,2021-01-01,h10v04,876.0,1668.0,0.0003,65.0,0b01000001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
arskeose,46.35,-105.83,2021-01-09,h10v04,876.0,1668.0,0.0005,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeose,46.35,-105.83,2021-01-17,h10v04,876.0,1668.0,0.0003,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeose,46.35,-105.83,2021-01-25,h10v04,876.0,1668.0,0.0004,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeose,46.35,-105.83,2021-02-02,h10v04,876.0,1668.0,0.0004,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
arskeose,46.35,-105.83,2021-02-10,h10v04,876.0,1668.0,0.0,105.0,0b01101001,0b1,Other quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
arskeose,46.35,-105.83,2021-02-18,h10v04,876.0,1668.0,0.0008,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeose,46.35,-105.83,2021-02-26,h10v04,876.0,1668.0,0.0035,8.0,0b00001000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
arskeose,46.35,-105.83,2021-03-06,h10v04,876.0,1668.0,0.0022,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeose,46.35,-105.83,2021-03-14,h10v04,876.0,1668.0,0.0028,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeose,46.35,-105.83,2021-03-22,h10v04,876.0,1668.0,0.0022,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeose,46.35,-105.83,2021-03-30,h10v04,876.0,1668.0,0.0051,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeose,46.35,-105.83,2021-04-07,h10v04,876.0,1668.0,0.0062,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeose,46.35,-105.83,2021-04-15,h10v04,876.0,1668.0,0.0056,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
arskeose,46.35,-105.83,2021-04-23,h10v04,876.0,1668.0,0.009,0.0,0b00000000,0b0,Good quality,0b0,Terra,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
