ID,Latitude,Longitude,Date,MODIS_Tile,MYD17A2H_061_Line_Y_500m,MYD17A2H_061_Sample_X_500m,MYD17A2H_061_Gpp_500m,MYD17A2H_061_Psn_QC_500m,MYD17A2H_061_Psn_QC_500m_bitmask,MYD17A2H_061_Psn_QC_500m_MODLAND,MYD17A2H_061_Psn_QC_500m_MODLAND_Description,MYD17A2H_061_Psn_QC_500m_Sensor,MYD17A2H_061_Psn_QC_500m_Sensor_Description,MYD17A2H_061_Psn_QC_500m_DeadDetector,MYD17A2H_061_Psn_QC_500m_DeadDetector_Description,MYD17A2H_061_Psn_QC_500m_CloudState,MYD17A2H_061_Psn_QC_500m_CloudState_Description,MYD17A2H_061_Psn_QC_500m_SCF_QC,MYD17A2H_061_Psn_QC_500m_SCF_QC_Description
acebozem,45.66,-111.07,2021-10-08,h10v04,1041.0,569.0,0.0028,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebozem,45.66,-111.07,2021-10-16,h10v04,1041.0,569.0,0.0064,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebozem,45.66,-111.07,2021-10-24,h10v04,1041.0,569.0,0.0048,107.0,0b01101011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
acebozem,45.66,-111.07,2021-11-01,h10v04,1041.0,569.0,0.0036,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebozem,45.66,-111.07,2021-11-09,h10v04,1041.0,569.0,0.003,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
acebozem,45.66,-111.07,2021-11-17,h10v04,1041.0,569.0,0.0009,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebozem,45.66,-111.07,2021-11-25,h10v04,1041.0,569.0,0.002,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
acebozem,45.66,-111.07,2021-12-03,h10v04,1041.0,569.0,0.0006,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
acebozem,45.66,-111.07,2021-12-11,h10v04,1041.0,569.0,0.0002,67.0,0b01000011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
acebozem,45.66,-111.07,2021-12-19,h10v04,1041.0,569.0,0.0,75.0,0b01001011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
acebozem,45.66,-111.07,2021-12-27,h10v04,1041.0,569.0,0.0,75.0,0b01001011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
acebozem,45.66,-111.07,2022-01-01,h10v04,1041.0,569.0,0.0,75.0,0b01001011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
acebozem,45.66,-111.07,2022-01-09,h10v04,1041.0,569.0,0.0,67.0,0b01000011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
acebozem,45.66,-111.07,2022-01-17,h10v04,1041.0,569.0,0.0,107.0,0b01101011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
acebozem,45.66,-111.07,2022-01-25,h10v04,1041.0,569.0,0.0,99.0,0b01100011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,Substandard due to other than geometry problems - use with caution
acebozem,45.66,-111.07,2022-02-02,h10v04,1041.0,569.0,0.0,99.0,0b01100011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b011,Substandard due to other than geometry problems - use with caution
acebozem,45.66,-111.07,2022-02-10,h10v04,1041.0,569.0,0.0002,107.0,0b01101011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
acebozem,45.66,-111.07,2022-02-18,h10v04,1041.0,569.0,0.0002,107.0,0b01101011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
acebozem,45.66,-111.07,2022-02-26,h10v04,1041.0,569.0,0.0007,107.0,0b01101011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
acebozem,45.66,-111.07,2022-03-06,h10v04,1041.0,569.0,0.0003,107.0,0b01101011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
acebozem,45.66,-111.07,2022-03-14,h10v04,1041.0,569.0,0.0008,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
acebozem,45.66,-111.07,2022-03-22,h10v04,1041.0,569.0,0.0025,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebozem,45.66,-111.07,2022-04-15,h10v04,1041.0,569.0,0.0023,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
acebozem,45.66,-111.07,2022-04-23,h10v04,1041.0,569.0,0.0035,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
acebozem,45.66,-111.07,2022-05-01,h10v04,1041.0,569.0,0.0114,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebozem,45.66,-111.07,2022-05-09,h10v04,1041.0,569.0,0.0113,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
acebozem,45.66,-111.07,2022-05-17,h10v04,1041.0,569.0,0.0191,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-01-01,h10v04,928.0,1110.0,0.0005,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-01-09,h10v04,928.0,1110.0,0.0007,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
acebroad,46.13,-108.76,2021-01-17,h10v04,928.0,1110.0,0.0002,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-01-25,h10v04,928.0,1110.0,0.0005,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
acebroad,46.13,-108.76,2021-02-02,h10v04,928.0,1110.0,0.0004,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
acebroad,46.13,-108.76,2021-02-10,h10v04,928.0,1110.0,0.0,107.0,0b01101011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
acebroad,46.13,-108.76,2021-02-18,h10v04,928.0,1110.0,0.0005,107.0,0b01101011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b011,Substandard due to other than geometry problems - use with caution
acebroad,46.13,-108.76,2021-02-26,h10v04,928.0,1110.0,0.0015,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
acebroad,46.13,-108.76,2021-03-06,h10v04,928.0,1110.0,0.0022,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-03-14,h10v04,928.0,1110.0,0.0022,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-03-22,h10v04,928.0,1110.0,0.0024,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
acebroad,46.13,-108.76,2021-03-30,h10v04,928.0,1110.0,0.0039,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-04-07,h10v04,928.0,1110.0,0.0029,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-04-15,h10v04,928.0,1110.0,0.0036,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-04-23,h10v04,928.0,1110.0,0.0083,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-05-01,h10v04,928.0,1110.0,0.0117,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-05-09,h10v04,928.0,1110.0,0.0171,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
acebroad,46.13,-108.76,2021-05-17,h10v04,928.0,1110.0,0.0206,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
acebroad,46.13,-108.76,2021-05-25,h10v04,928.0,1110.0,0.0224,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-06-02,h10v04,928.0,1110.0,0.0238,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-06-10,h10v04,928.0,1110.0,0.0189,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-06-18,h10v04,928.0,1110.0,0.019,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-06-26,h10v04,928.0,1110.0,0.014,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-07-04,h10v04,928.0,1110.0,0.0099,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-07-12,h10v04,928.0,1110.0,0.0079,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-07-20,h10v04,928.0,1110.0,0.0054,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-07-28,h10v04,928.0,1110.0,0.0067,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-08-05,h10v04,928.0,1110.0,0.0062,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-08-13,h10v04,928.0,1110.0,0.004,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-08-21,h10v04,928.0,1110.0,0.0073,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-08-29,h10v04,928.0,1110.0,0.0094,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-09-06,h10v04,928.0,1110.0,0.0094,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-09-14,h10v04,928.0,1110.0,0.0102,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-09-22,h10v04,928.0,1110.0,0.0096,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-09-30,h10v04,928.0,1110.0,0.0089,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-10-08,h10v04,928.0,1110.0,0.0022,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-10-16,h10v04,928.0,1110.0,0.0046,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-10-24,h10v04,928.0,1110.0,0.0033,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
acebroad,46.13,-108.76,2021-11-01,h10v04,928.0,1110.0,0.0031,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-11-09,h10v04,928.0,1110.0,0.0021,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-11-17,h10v04,928.0,1110.0,0.0013,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
acebroad,46.13,-108.76,2021-11-25,h10v04,928.0,1110.0,0.0014,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
acebroad,46.13,-108.76,2021-12-03,h10v04,928.0,1110.0,0.0006,75.0,0b01001011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
acebroad,46.13,-108.76,2021-12-11,h10v04,928.0,1110.0,0.0003,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2021-12-19,h10v04,928.0,1110.0,0.0003,75.0,0b01001011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
acebroad,46.13,-108.76,2021-12-27,h10v04,928.0,1110.0,0.0,67.0,0b01000011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b010,Substandard due to geometry problems - use with caution
acebroad,46.13,-108.76,2022-01-01,h10v04,928.0,1110.0,0.0,75.0,0b01001011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
acebroad,46.13,-108.76,2022-01-09,h10v04,928.0,1110.0,0.0008,75.0,0b01001011,0b1,Other quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b010,Substandard due to geometry problems - use with caution
acebroad,46.13,-108.76,2022-01-17,h10v04,928.0,1110.0,0.0004,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
acebroad,46.13,-108.76,2022-01-25,h10v04,928.0,1110.0,0.001,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
acebroad,46.13,-108.76,2022-02-02,h10v04,928.0,1110.0,0.0008,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
acebroad,46.13,-108.76,2022-02-10,h10v04,928.0,1110.0,0.0008,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
acebroad,46.13,-108.76,2022-02-18,h10v04,928.0,1110.0,0.0003,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
acebroad,46.13,-108.76,2022-02-26,h10v04,928.0,1110.0,0.0012,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
acebroad,46.13,-108.76,2022-03-06,h10v04,928.0,1110.0,0.0006,10.0,0b00001010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b01,Significant clouds WERE present,0b000,Very best possible
acebroad,46.13,-108.76,2022-03-14,h10v04,928.0,1110.0,0.0028,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2022-03-22,h10v04,928.0,1110.0,0.0032,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2022-04-15,h10v04,928.0,1110.0,0.0016,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2022-04-23,h10v04,928.0,1110.0,0.0064,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2022-05-01,h10v04,928.0,1110.0,0.0112,2.0,0b00000010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b00,Significant clouds NOT present (clear),0b000,Very best possible
acebroad,46.13,-108.76,2022-05-09,h10v04,928.0,1110.0,0.0139,18.0,0b00010010,0b0,Good quality,0b1,Aqua,0b0,"Detectors apparently fine for up to 50% of channels 1, 2",0b10,Mixed cloud present in pixel,0b000,Very best possible
